Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
63351.19006,5.525565611,7.440505218,6.32,26889.57956,1153871.47,"43087 Jerome Field
West Deborah, SD 49213"
66362.36792,7.728432967,7.204639709,3.18,39839.07751,1499988.88,"71956 Jenkins Fall
Brooketown, PW 67485-0764"
73814.61878,4.90615191,7.537182365,6.35,35289.12702,1109588.38,"8034 Pierce Prairie Suite 727
Devonfurt, NE 33104-8027"
71247.78826,7.427223075,5.928223473,3.22,19048.61549,980177.3051,"Unit 8108 Box 5159
DPO AP 04678"
78381.02556,6.518266825,6.919204136,2.13,21730.95429,1323952.027,"08639 Garcia Port
Anthonybury, CT 17971"
88824.32774,7.463312803,6.252454805,4.02,43028.44076,1662494.736,"91863 Curtis Point
New Richard, AK 99996-7554"
76063.44309,6.805770777,7.252665322,6.36,41147.66282,1417819.74,"03819 Lee Junction Suite 046
Mooneyborough, WA 19656"
51069.68465,5.881052755,5.831738973,3.32,26886.1306,549976.1456,"7796 Joseph Burg
Danielsside, RI 70370"
63672.03765,7.058055299,6.30611635,4.12,35298.65314,1054770.981,"173 Mendoza Land
West John, NJ 57690"
74235.21242,6.484051542,6.445456691,3.32,54991.96178,1415647.553,"3288 Lee Pass
South Julieton, PW 02759-4964"
73297.71664,5.189227054,7.31988553,6.41,24412.90905,948788.2757,"86908 Marshall Port Suite 252
Scotttown, NM 69143"
64474.82549,6.505370261,8.022469239,4.09,27873.57206,1159596.519,"951 Bryant Dale Suite 735
Lake Jacqueline, NH 95266"
74185.93705,9.148809354,7.42559746,3.24,21042.96618,1547133.396,"00301 Bradshaw Avenue Suite 833
Suzannefurt, IN 00654-8754"
67681.70454,6.839797893,7.18252748,5.08,18344.95471,1186688.506,"84473 Ochoa Pines Apt. 808
Jamesport, KY 70207-2955"
56307.18262,7.941809431,5.096917456,4.01,32627.81877,772111.9721,"13706 Morgan Turnpike Suite 378
Hohaven, NC 42699"
79356.83022,7.165539693,5.219754029,3.06,36264.34068,1172730.156,"4872 Delgado Ramp
North James, IA 36544"
66862.8825,5.243925836,6.91174261,2.28,37116.74217,1111085.017,"73202 Christopher Tunnel
New Roberttown, MN 08925-1536"
61459.52234,8.380609179,5.731824125,4.23,33647.63151,1022781.171,"8781 Olivia Port Apt. 225
Thompsonside, VT 22884"
60340.62767,6.031259195,7.325973781,4.2,43358.804,1274474.546,"PSC 9354, Box 0703
APO AA 58696-1278"
76029.03235,6.485040747,4.580839921,4.32,36556.06728,1213530.85,"271 Johnson Hills Apt. 001
Mcculloughfurt, FM 70847"
61256.64868,6.553900789,7.007676166,5.43,58657.82715,1411730.477,"122 Russo Neck
South Kevin, KY 20712-5282"
57811.91279,5.742439485,6.515149877,3.13,37676.27458,858685.5659,"85225 Christopher Inlet Apt. 627
West Calebberg, KS 76460"
66219.47531,6.420958185,6.717844306,3.28,40131.8476,1200961.821,"7125 Mullins Cliff
Maryborough, WY 66971"
76752.80059,7.064290039,5.919230725,4,49562.56581,1520234.229,"905 Lane Pines Suite 348
Brownborough, DE 57196-3319"
66847.04243,8.037177979,7.078583745,6.36,31099.32482,1360908.32,"61090 Griffith Ridges
Craigstad, AK 28807-8602"
74665.11417,5.637950129,6.261535284,4.12,41685.43566,1360920.53,"270 Jennifer Loop Suite 343
South Jesse, ND 60570-1483"
63924.86994,4.892154411,7.168662411,3.27,43371.183,1146532.455,"10973 Clark Trafficway
Meyersbury, LA 63237"
84440.90876,7.502210788,6.898846569,3.08,37312.35765,1789098.521,"91733 Baker Orchard
South Kyle, KS 37301"
57003.07911,5.632642942,6.561520216,3.17,44075.79068,852099.464,"024 William Course
East Charlotteview, DE 69073-3104"
57923.50033,5.932991989,7.021252354,3.15,29689.40986,746096.7289,"PSC 4455, Box 3268
APO AP 45454"
75957.09403,5.802081526,7.327325343,6.25,33286.77774,1534479.907,"562 Brown Junction Suite 282
Christopherborough, KS 20719"
69975.92863,5.721463721,6.766444664,3.27,40531.73587,1215608.531,"USCGC Thompson
FPO AA 13237-3887"
61214.34928,6.287099794,6.594592279,3.43,32437.10755,941594.3284,"65884 Johns Valley Apt. 621
Ethanbury, NY 07783"
63810.60095,4.848171526,8.290419813,4.38,60321.0431,1204598.037,"Unit 2139 Box 3667
DPO AP 49517"
67518.20503,8.098169692,7.070409541,3.28,34204.36007,1597655.258,"253 Golden Island
East Donald, CT 91882"
65252.58199,7.174566182,8.516160048,6.16,39411.17075,1492011.496,"4861 Steven Plains Suite 066
Port Reginaland, MN 06152-7205"
58078.09348,9.005504618,7.276308629,4.28,30875.58695,1421216.504,"5255 Rebecca Junctions Suite 240
Royshire, WI 85782-2398"
67852.46046,5.312970694,6.704201604,4.11,48431.32244,1132522.901,"2833 Townsend Cliffs
New Tommy, MP 86130-3426"
82007.27226,4.392797209,5.963031884,4.1,36311.4085,1102821.438,"708 Pena Ramp
Terryburgh, CA 31572-1304"
82011.29954,5.989565214,7.100753432,6.24,52951.03636,1856211.35,"8030 Ruiz Dale
Shermanchester, KY 56950-5684"
66056.70578,6.457733305,7.863127437,3.35,47099.21223,1687998.933,"Unit 3857 Box 9497
DPO AE 92239"
63684.01851,5.730401538,6.971331701,4.48,36188.81636,1063423.007,"042 Mitchell Mountains
Adamsview, OR 44424"
66588.0467,6.765265301,6.937127028,3.2,28403.03543,1177289.886,"07420 Victoria Trail Apt. 904
Port Kevinbury, OR 86759"
74751.25476,4.878157173,5.521489299,3.07,42886.14664,1173474.379,"38449 Shaw Glen
Pattonside, TX 98415"
78656.52062,8.441481542,4.500165348,3.39,46984.57879,1637259.999,"82387 Hensley Bypass
Danielmouth, ME 30791"
67338.92598,6.044485661,7.658576339,4.04,35578.54187,1238938.291,"02304 Brandon Stravenue Apt. 231
Cordovabury, ID 36688"
48420.29478,5.023846588,5.44895603,3.38,32966.75307,201898.0866,"2124 Garcia Viaduct
North Kellytown, DC 30864"
73093.52753,6.680727519,8.258634923,6.06,28954.90085,1439506.102,"646 Nicholas Mall Apt. 058
East Danielle, OR 53708"
71714.17616,4.573052744,5.809147306,3.3,29331.82674,585608.6326,"874 Laura Throughway Suite 350
Port Michaelberg, PW 94284-9448"
65860.96854,8.490132339,6.640032004,3.46,35181.40246,1294685.159,"7373 Hart Brooks Apt. 168
East Christianside, PR 72679-9159"
95656.1151,7.266614615,6.850361008,3.33,39409.51552,2014851.344,"035 Mark Bridge
West Craig, MT 78649"
73854.12435,6.509322034,6.578352074,4.33,51835.09642,1840236.006,"69600 Wilson Rue
Elizabethland, PW 17767-2884"
66145.64973,6.661227224,6.736974131,4.41,49862.9515,1441421.913,"001 Steve Plaza
Jessicastad, UT 25190"
77400.90149,7.527293222,7.834099801,4.48,22344.07531,1498640.551,"238 Anthony Drive
Acostahaven, AS 62753-6637"
67730.61267,7.127629674,6.31648002,2.38,21867.47694,954746.5764,"01818 Wilson Spurs
West Andreaton, SD 69568-7005"
66808.6039,7.639592664,6.038487979,2.37,32549.9867,1124635.932,"95779 Walton Square
Bakershire, PR 49599"
69964.95952,5.645385019,7.173425885,3.45,40295.72428,1169944.248,"124 Russell Mountains Apt. 591
North Sharonfurt, OH 67836-4969"
70352.32793,6.109510506,6.001261362,2.02,37199.9255,1114430.953,"73080 Veronica Turnpike Suite 991
New Debra, VA 61246"
75434.4992,8.836257755,6.506374302,4.37,46832.66097,1783534.839,"106 Williams Well Apt. 657
Samanthaview, PR 87811"
63869.02964,7.398847403,7.064811136,3.22,48124.75267,1302933.248,"Unit 3405 Box 4348
DPO AP 68816-2990"
57138.39667,7.659017742,6.734045416,4.41,47062.21532,1241483.612,"4007 Kimberly Crossing
Nathanielview, NC 72093-8287"
81698.6718,6.393986259,5.897052836,2.14,9909.300885,954114.544,"Unit 5889 Box 7282
DPO AE 41177-0399"
77577.6969,5.671578612,7.531143012,3.24,43750.80349,1555320.5,"075 Andrea Green Suite 201
Johnshire, KS 50389"
53245.34844,5.3008853,4.414380866,2.23,42206.81246,404976.3659,"6811 Spears Trail Suite 081
East Troy, MS 43910"
69650.73231,5.884833478,6.159705222,2.44,25987.0792,1073183.76,"69401 Danielle Motorway
New Dennis, IL 53971"
78224.10091,5.576670852,6.291600796,2.29,41089.64709,1422195.879,"2276 Riley Flats Suite 975
Johnmouth, NH 39983"
56026.65129,5.188681818,5.855972309,3.2,15423.95643,340605.2113,"91111 Crane Spur
Kathleenmouth, ME 43022-3191"
67518.5749,6.6486126,7.754357545,6.32,21845.94969,1170959.526,"744 Hill Ports
Mooreside, MH 20945-2825"
60762.24501,7.479806224,6.417572622,4.19,30849.41209,942838.1647,"019 Lisa Village Apt. 379
Maxwellmouth, DE 26176"
62898.92746,7.91409433,7.984335122,4.11,31288.64935,1401613.92,"50933 Barber Divide Suite 927
Jacksonborough, NE 46696-1788"
51738.01842,6.125729018,8.776160034,3.41,47107.47508,1175504.486,"USS Harrington
FPO AE 12326"
62694.91768,5.229697205,5.580905937,2.3,36008.72064,608794.2467,"246 Michele Lock Suite 093
South Michellemouth, VI 62800"
62625.71573,7.197175071,7.322709774,5.13,26947.65179,946943.0362,"356 Madeline Locks Apt. 115
Kaitlinland, MS 49150-0243"
75324.43184,7.117767608,7.135063347,6.04,58822.31203,1819900.637,"232 Allen Ridge
West Jasonview, CT 93021"
81637.15251,8.122890614,6.611096005,2.17,28327.31433,1463130.273,"5042 Ricky Road
New Candice, MN 40661-8809"
64053.43744,5.233160027,7.916386397,5.49,43436.49782,1252391.18,"60860 Griffin Streets Apt. 040
East Catherine, NH 18346"
67713.53969,7.510047608,7.760732555,5.28,43343.61243,1714445.175,"89002 Robert Square Suite 028
Port Jennyside, CA 38546-6307"
73483.60777,4.461996898,7.254217433,3.18,49502.37888,1291759.393,"8533 Sparks Lodge
New Kevin, GA 98179"
87313.93962,7.2772448,7.738295553,6.32,28723.41089,1809154.289,"922 Mark Lodge
Matthewton, ID 71131-3139"
75181.44619,7.512229468,5.164865476,2.3,17126.44367,1200539.361,"757 Sherri Shores Suite 744
Jesusfurt, OK 73052-4985"
68093.28201,7.168080126,7.91617166,5.1,29768.92535,1300265.21,"PSC 8479, Box 0952
APO AA 33741"
71195.63081,5.281696472,6.634954066,4.37,34284.39721,997448.7281,"5560 Michaela Spur Suite 730
West Charlottefurt, PA 00463"
86876.31213,7.57358272,9.468766369,3.46,46505.67868,2152959.409,"255 Sosa Pines Suite 751
Wilsonview, MT 31615"
71705.08909,7.423294553,8.485778263,5.45,35832.63827,1629983.847,"156 Conner Lane
East Brittany, MI 26733"
44043.09795,5.203389405,4.725325117,3.1,57418.89007,497579.4466,"478 Vasquez Fort Apt. 346
Aliciaside, NV 37124-6408"
68962.48174,6.145051177,5.894411949,4.36,37534.12054,890112.5493,"67610 Smith Knolls
Brendaberg, MA 55188-7972"
74406.63297,5.287943321,5.661064127,2.05,39744.60932,1064685.699,"504 Robertson Streets
Jamesshire, WA 56754"
67995.18772,7.135577372,7.871352644,6.39,39547.57156,1530124.016,"777 Ross Crossroad
Kaiserville, RI 24445"
60134.5713,8.193954201,5.650900286,4.36,35675.39044,1246246.828,"2418 Samantha Green Apt. 016
Port Keithmouth, VT 62207-0408"
77277.76711,6.543199619,5.381038359,4.45,35572.25505,1240754.932,"95957 Tara Hill Suite 428
Huntland, KS 57002-5552"
69625.16347,8.559121158,6.761631408,4.22,33334.60341,1760734.69,"26906 Simmons Underpass Suite 444
Port Tinashire, DC 13101"
75137.48698,5.861542174,7.210123361,6.44,43613.50295,1393746.76,"4930 James Flats
New Shannon, NJ 75829-8040"
73318.5045,4.286483989,8.920333221,4.35,29542.97129,1172385.898,"78212 Turner Ville Apt. 217
West Lauraberg, MP 47353-3682"
59352.18149,5.636553388,6.262825884,4.07,16059.92604,483986.109,"33410 Smith Summit
West Kimberlyberg, CT 49785-3758"
64829.32351,7.788472982,7.187432975,3.37,38077.87644,1388530.157,"49940 Ramirez Mission Suite 136
West Bryan, MD 95291-3904"
68253.16021,7.085928861,8.425112895,6.2,40699.87007,1721739.384,"4746 Morgan Forge
Diaztown, VT 79978"
72354.59404,6.838657406,7.204368895,6.19,30779.33971,1276448.792,"5808 Burton Viaduct
North Nicholasport, CO 32392-1208"
67080.23338,7.188145863,6.690894899,2.49,32599.27253,1161742.677,"8093 Lara Overpass Apt. 364
Lake Brookebury, NV 30264"
68425.64694,6.601893484,5.305000412,2.04,16783.96499,786407.9451,"249 Susan Canyon
North Jessica, ID 13412"
73143.68025,6.555349498,8.492901229,4.46,37867.99667,1604920.973,"08091 Bush Course
New Michael, RI 47524-7511"
49771.66704,7.587353435,7.788267986,5.13,50955.97891,1230149.137,"PSC 6933, Box 3805
APO AP 50576"
67739.1518,6.477873766,6.675937268,4.32,31448.78297,1051644.554,"6798 Smith Junctions
Wolfeton, WY 86565-5079"
69535.40401,6.305503815,7.811724471,5.15,43753.91309,1415073.614,"256 Sanchez Ports Apt. 057
Johnmouth, PA 69763"
68413.63562,5.8764811,5.671136343,3.21,35201.94257,1043483.915,"68672 Guzman Ridge
Clinefurt, WI 04078-6179"
91112.43154,5.677547441,8.320351986,6.45,44500.21365,1544379.748,"4447 Steven River Suite 076
West Karenmouth, DC 61561-8593"
61801.73644,5.550222303,6.91419577,3.22,48781.9513,1352135.967,"USCGC Hess
FPO AE 29193"
70097.64774,7.511523669,8.097044285,3.44,29386.07405,1505727.431,"0617 Neal Curve
South Daniel, AS 09326"
72060.96712,6.379622078,8.076943604,4.2,31852.72136,1416965.979,"412 Janet Radial Suite 115
Kariview, NY 37073-8343"
76916.32102,6.307088791,6.774986419,4.33,32031.30387,1046721.976,"9155 Kayla Station Suite 233
Natalieborough, SC 99093-8399"
55922.83587,5.973119751,6.818670754,2.18,32757.36812,939040.0036,"3062 Donald Inlet Suite 642
West Matthew, GU 49340"
78434.58268,6.15724396,7.481321112,3.26,17572.73376,1383031.332,"764 Timothy Turnpike
North Audreymouth, TX 02395"
79467.9994,5.394239481,6.669888411,3.49,29687.50711,1072503.238,"862 Ryan Flat
West Larryborough, WV 11517"
69013.82294,6.567556724,7.3313301,6.26,25039.10871,1134397.758,"378 Evans Crest
East Shelbystad, HI 23326"
57031.78959,5.584083624,5.385339778,4.14,39188.2967,734827.508,"09897 Katherine Forge
North Johnside, NC 01211"
56283.68006,5.883617599,6.952026674,4.27,33440.9166,991892.3175,"2367 Noah Center
North Dakotashire, PA 99619-0890"
75125.08298,4.514411772,7.418750603,5.04,34531.7587,1057252.583,"19678 Noble Cove Suite 264
South Elizabethfort, CO 13304-1647"
52310.46035,7.364476541,7.173698882,4.06,41886.57962,1237224.859,"8803 Jackson Ramp
South Thomasland, RI 09631-6361"
62550.45702,6.69516445,8.199615241,4.41,43297.35216,1442632.541,"87629 Shawn Crossing
North William, MN 71601-6188"
84582.515,7.392497393,7.748248953,4.46,44011.68026,1877402.32,"2574 Shannon Alley
South Fred, OR 64217"
74130.42147,7.227276709,7.311912321,6.4,35126.50081,1394518.415,"676 Jose Locks Apt. 415
South Cynthia, SC 89264"
57351.99358,5.763552935,5.240300887,3.25,38081.9983,953939.3299,"4160 Martinez Bridge Apt. 713
West Ann, MI 89447-0160"
72149.93746,8.105819909,7.088992691,5.33,21739.69941,1219778.034,"26847 Weber Ports Apt. 767
North Robinton, FM 43014"
74205.9686,5.204038412,8.877240042,3,32484.03115,1287325.382,"PSC 8891, Box 6475
APO AP 28726-5123"
85277.2034,7.647376173,5.935909326,2.47,38728.81515,1739893.555,"623 Jackson Road Apt. 492
Sarahville, NM 19973"
70404.54315,7.618428347,6.69735801,3.07,31880.87634,1213382.223,"0575 Edward Cliff
Miguelmouth, NY 06408"
61813.0629,8.260258248,4.652717554,3.31,35189.38947,1007478.748,"6660 Alex Park
Barkerfort, WY 52781"
67279.76966,7.468682571,7.610720856,3.22,39837.12261,1528756.126,"176 Parker Grove Apt. 591
Nicoleshire, MO 83183-5326"
67670.42092,7.090465942,6.703917223,2.05,29391.22337,1182459.772,"203 Amy Ford Suite 158
Kelleyfurt, LA 49990-9626"
66723.50278,7.203597757,7.777279444,3.14,35849.96255,1474546.762,"842 Jackson Parkway
Angelabury, MI 68188-8699"
45024.04585,8.532838523,7.04524851,4.18,47542.66221,1078016.94,"5339 Charles Road Apt. 570
East Angelicastad, PR 36295-7649"
82346.09655,6.32077982,5.475252653,3.14,48311.71893,1453381.624,"0647 Ramirez Hill
New Crystalport, AZ 33060"
81399.93106,6.220132492,6.476007341,4.41,39617.04856,1495012.965,"4233 Chase Fields
East Vanessabury, OR 85375-7861"
56175.07891,5.315621709,6.668979774,4.04,45181.03666,714148.4148,"0606 Ricardo Drive
Williamton, GU 79243"
59415.28693,5.791270457,5.57471435,3.18,44186.27921,894292.0474,"14157 Jones Parkway Suite 319
North Haley, AK 18534"
79182.86393,6.034928096,5.681833507,3.2,31420.38821,1159841.831,"2579 Pamela Shoals
North Christianhaven, TX 95259"
70975.113,7.175944895,7.213659075,5.07,36119.42685,1195986.299,"PSC 5171, Box 6452
APO AA 44610-4655"
62616.17001,6.702711332,9.180401429,6.11,27336.94803,1381430.63,"23682 William Glens Apt. 920
Lake Hollystad, CO 20067"
64558.08028,8.257090435,6.733084867,2,55817.49748,1534889.853,"32521 Martinez Highway
Stephaniehaven, NY 78577"
77293.31448,7.491001643,6.147907596,3.17,38732.85239,1494125.33,"9109 Omar View Suite 461
East Sarahfort, WI 02969"
47678.43885,7.093556486,8.517401059,5.3,39830.15056,1356146.261,"5611 Chandler Mill
East Brianfort, AK 51236-0093"
83205.29884,6.219658753,5.767366136,4.26,38888.48194,1454943.074,"PSC 5599, Box 5942
APO AP 55563-1953"
63569.12862,5.482655291,5.636779395,2.31,43107.84514,774118.1878,"2128 Shawna Orchard Suite 992
New Melissabury, MN 22338"
75569.16618,3.97366443,4.788380207,3.48,41044.88008,889113.2389,"019 Moore Center Apt. 643
West John, KY 54923"
69479.94597,5.145479793,6.916808181,3.29,48442.49736,1211102.211,"Unit 3192 Box 6415
DPO AP 76779-7624"
52274.48842,6.660514564,7.429639244,3.11,32961.5532,658646.1847,"20185 Mary Crest
South Reneeville, VI 91892"
68660.64429,6.261239051,7.805903702,3.36,37126.37422,1400104.871,"18067 Williams Roads Suite 683
South Christineton, CO 76227"
54846.4893,7.716407201,6.020201205,4,42556.31,1262017.792,"089 Wilson Forks Suite 185
East Gina, PA 98785-6132"
52600.66489,4.687497235,6.194794325,2.15,39153.33871,553077.2126,"9643 Oscar Valley
North Richardstad, ME 14629-9980"
58070.70523,7.007315044,7.259286709,3.08,46408.50249,1203247.89,"46619 Morgan Squares
Stevenfurt, FM 70548"
52264.65591,7.031562038,7.831766476,6.18,32086.9068,1115323.015,"407 Silva Inlet Apt. 301
East Carolmouth, SC 73414"
64999.52159,7.984360819,7.090050637,5.25,24818.26827,1301881.417,"USCGC Friedman
FPO AE 57606-0743"
72680.23358,7.2052141,5.521216371,4.47,27779.29366,1006687.387,"038 Anderson Club Suite 485
Richardsonfort, MA 22267"
62631.72965,5.900190096,7.235191288,5.21,19063.61951,749383.0726,"014 Shaun Gardens
Lake Todd, HI 08110"
77442.97004,5.25836259,6.290305888,4.15,27882.74852,1075596.587,"2606 Stout Inlet
Port Brenda, SC 59596-5906"
66516.77661,5.369348772,6.624951289,4.37,24815.76476,739870.7936,"94952 Hall Cliffs Suite 366
West Jessica, MT 23902"
61390.50582,8.263543101,8.003006746,3.49,44785.35373,1442945.145,"8581 Johnson Ranch Apt. 905
Jacquelinefurt, MH 08716-8228"
59127.97803,7.310678635,6.356258719,3.14,29666.69337,828497.0671,"089 Jessica Dale
West Melissa, PW 59364"
69918.5045,6.885950954,7.879588245,6.37,32657.60383,1373290.861,"USNS Hamilton
FPO AA 90003"
70433.61115,5.250646094,6.396268006,3.18,24933.64615,925566.3313,"8016 Hicks Alley Apt. 735
Nicoleside, WV 73615-4795"
83721.69533,7.794848014,7.636653827,6.49,18424.79864,1552536.764,"04952 Michael Terrace Apt. 414
Port Tammy, GA 56924-1868"
71522.86481,6.456422201,6.68823017,2.04,43347.39716,1335904.501,"3890 Hunt Trail
Davidhaven, OR 04793"
71849.70494,5.892292119,6.375371505,3.28,29431.21727,960808.2911,"8398 Sanchez Gateway Suite 937
Mccoyburgh, PA 32814"
70639.35433,7.225812877,7.166501646,6.28,35204.66775,1405933.019,"67095 Jeffrey Islands Suite 573
West Elizabeth, MI 33061-9433"
59577.92641,6.721562272,6.144038119,3.04,20001.00008,619087.6936,"31995 Moore Brook
New Melissa, MO 19787"
50300.09056,7.928069617,6.888205629,2.09,53898.89491,1329273.228,"Unit 5683 Box 5483
DPO AA 78774-2982"
75824.53101,5.633543403,4.936329009,3.44,42869.8313,1261843.844,"77194 Carlson Causeway Apt. 904
West John, KY 70976"
63242.31346,6.172110148,6.029160867,4.29,46362.18858,1175781.418,"73601 Donaldson Squares
Port John, VI 73473"
87498.25065,5.016150309,6.183440077,3.01,35697.56045,1437053.557,"6864 Michelle Field Apt. 339
Madisonmouth, KY 99033"
80935.23571,6.744420564,8.197289421,6.21,36708.16883,1594415.226,"35165 Haley Falls Suite 341
South Elizabeth, VT 29143-4442"
56804.41481,7.158894328,5.370386614,2.07,37447.06356,931357.9954,"54993 James Place Suite 797
South Kenneth, CA 86457-1211"
39967.84718,7.373486732,6.566175293,3.14,46036.47754,798639.6542,"6799 Downs Plaza
Randallberg, NH 17910-5241"
82350.4227,6.440445122,5.905024344,2.08,30570.52462,1451739.625,"79098 Brandon Island Suite 624
Horneshire, MA 35281-8110"
65447.78627,6.455572634,7.293476754,5.33,43878.30998,1278991.689,"8173 Rush Wells
New Stephanie, MS 56356"
60416.19378,6.400943756,7.325379539,4.24,31375.65246,885920.5532,"762 Corey Landing Suite 528
Billymouth, AZ 48958"
69497.73349,7.857048942,6.923618932,4.33,40374.91149,1425632.542,"077 Laura Curve
New Christopherview, AZ 15138"
65453.35126,6.14864216,6.94910892,3.06,11885.81516,901881.7427,"5342 Dean Overpass
Matthewville, MI 08613"
74365.96482,6.536721686,9.054709888,5.25,23721.78795,1521730.791,"469 William Shore Suite 726
South Krystalchester, MP 47720"
